id_municipio,id_estacao,estacao,data_fundacao,geolocalizacao,altitude
5101837,A929,NOVA UBIRATA,2008-04-13,POINT(-13.41111111 -54.75222222),466.48
5108907,A928,NOVA MARINGA,2008-04-16,POINT(-13.0386111 -57.09222221),334.36
1300300,A120,AUTAZES,2008-04-17,POINT(-3.58333333 -59.12944443),19.9
1500131,A214,RONDON DO PARA,2008-04-17,POINT(-4.82749999 -48.1736111),203
1301902,A121,ITACOATIARA,2008-04-17,POINT(-3.13333333 -58.48277777),41.54
1304401,A124,URUCARA,2008-04-17,POINT(-2.53472221 -57.75805555),18.49
1303569,A126,PRESIDENTE FIGUEIREDO,2008-04-19,POINT(-2.05666666 -60.02583332),60.99
1300409,A128,BARCELOS,2008-04-19,POINT(-0.98722221 -62.92416666),29.88
3540903,A747,PRADOPOLIS,2008-04-22,POINT(-21.33833333 -48.11388888),544
1300680,A122,MAUES,2008-04-22,POINT(-3.39888888 -57.67388888),25.49
3505302,A741,BARRA BONITA,2008-04-24,POINT(-22.4711111 -48.5575),533.68
2911709,A426,GUANAMBI,2008-04-24,POINT(-14.20805555 -42.74972221),552.23
1301704,A112,HUMAITA,2008-04-25,POINT(-7.5525 -63.07138888),53.56
4322509,A880,VACARIA,2008-04-26,POINT(-28.51361111 -50.88277777),969.89
2700300,A353,ARAPIRACA,2008-04-27,POINT(-9.80444444 -36.61916666),236.84
1506302,A227,SOURE,2008-04-27,POINT(-0.72777777 -48.51583333),12.54
1703867,A039,FORMOSO DO ARAGUAIA,2008-04-27,POINT(-11.88749999 -49.60833333),215.2
2913200,A439,IBOTIRAMA,2008-04-28,POINT(-12.19305555 -43.21333333),425.12
2904605,A433,BRUMADO,2008-04-28,POINT(-14.18194443 -41.67222221),473.37
4108502,A875,GENERAL CARNEIRO,2008-04-30,POINT(-26.3986111 -51.35361111),1009.01
2917508,A440,JACOBINA,2008-05-01,POINT(-11.205 -40.465),440.78
2924306,A430,PIATA,2008-05-03,POINT(-13.15555555 -41.77416666),1283.95
2509305,A352,CAMARATUBA,2008-05-04,POINT(-6.56194444 -35.13527777),135.51
2414407,A344,CALCANHAR,2008-05-08,POINT(-5.16 -35.48749999),9.82
2930501,A441,SERRINHA,2008-05-09,POINT(-11.66472222 -39.02305554),337.79
2902708,A429,BARRA,2008-05-12,POINT(-11.08472221 -43.13888888),407.5
4105706,A876,CLEVELANDIA,2008-05-15,POINT(-26.41722221 -52.3486111),966.06
2904753,A432,BURITIRAMA,2008-05-15,POINT(-10.72305554 -43.65111111),506.06
2925808,A436,QUEIMADAS,2008-05-23,POINT(-10.98472221 -39.61694443),310.11
5004601,A752,ITAQUIRAI,2008-05-28,POINT(-23.44944444 -54.18194443),337.82
4219002,A814,URUSSANGA,2008-05-29,POINT(-28.53249999 -49.31527777),40.56
5107792,A931,SANTO ANTONIO DO LESTE,2008-05-30,POINT(-14.92499999 -53.88444444),662
5106851,A935,PORTO ESTRELA,2008-05-30,POINT(-15.32472221 -57.22583332),147.75
1506708,A233,SANTANA DO ARAGUAIA,2008-05-30,POINT(-9.34055555 -50.35027777),154
4205001,A848,DIONISIO CERQUEIRA,2008-05-31,POINT(-26.286562 -53.633114),807.54
4209409,A866,Laguna  - Farol de Santa Marta,2008-06-01,POINT(-28.60444444 -48.81333333),34.36
2100501,A223,ALTO PARNAIBA,2008-06-03,POINT(-9.10833333 -45.93194443),283.69
2103505,A222,COLINAS,2008-06-03,POINT(-6.03305554 -44.23333333),175.37
5007703,A751,SETE QUEDAS,2008-06-03,POINT(-23.96694443 -55.02416666),398.4
5103858,A930,GAUCHA DO NORTE,2008-06-04,POINT(-13.18472221 -53.2575),375.87
3129806,A555,IBIRITE (ROLA MOCA),2008-06-06,POINT(-20.03138888 -44.01111111),1198.82
2112407,A219,TURIACU,2008-06-10,POINT(-1.66111111 -45.37249999),35.86
5001243,A750,AMAMBAI,2008-06-11,POINT(-23.0025 -55.32944443),433.59
3305000,A620,CAMPOS DOS GOYTACAZES - SAO TOME,2008-06-13,POINT(-22.04166666 -41.05166666),7
1506203,A215,SALINOPOLIS,2008-06-14,POINT(-0.61888888 -47.35666666),23.18
5005152,A749,JUTI,2008-06-16,POINT(-22.85722222 -54.60555555),375.18
3204302,A622,PRESIDENTE KENNEDY,2008-06-18,POINT(-21.10083333 -41.03944444),69.12
1502103,A236,CAMETA,2008-06-20,POINT(-2.23972221 -49.49972221),9.92
2913457,A438,MARAU,2008-06-22,POINT(-13.90694444 -38.97222221),6.24
2932507,A437,UNA,2008-06-25,POINT(-15.28027777 -39.09138888),74.08
5007208,A743,RIO BRILHANTE,2008-06-26,POINT(-21.77499999 -54.52805554),324.31
1303569,A125,RIO URUBU,2008-06-26,POINT(-2.6336111 -59.60055555),112.84
3126000,A535,FLORESTAL,2008-06-27,POINT(-19.88527777 -44.41694443),753.5
3505401,A746,BARRA DO TURVO,2008-07-03,POINT(-24.96277777 -48.41638888),659.89
2101202,A220,BACABAL,2008-07-09,POINT(-4.24305555 -44.79499999),22.33
2613909,A350,SERRA TALHADA,2008-07-09,POINT(-7.95416666 -38.29499999),499.02
2927705,A427,PORTO SEGURO,2008-07-10,POINT(-16.38888888 -39.18249999),86.36
2901007,A434,AMARGOSA,2008-07-11,POINT(-13.00944444 -39.61694443),397.8
1200807,A104,RIO BRANCO,2008-07-11,POINT(-9.95916666 -67.86888888),163
2103000,A237,CAXIAS,2008-07-13,POINT(-4.82138888 -43.3436111),84.85
1300706,A110,BOCA DO ACRE,2008-07-15,POINT(-8.77666666 -67.33249999),111.98
2932457,A443,DELFINO,2008-07-15,POINT(-10.455 -41.20694444),646.24
2800704,A421,BREJO GRANDE,2008-07-17,POINT(-10.47388888 -36.48194443),6.11
3524105,A753,ITUVERAVA,2008-07-17,POINT(-20.35972222 -47.77527777),610.58
1100023,A940,ARIQUEMES,2008-07-18,POINT(-9.94888888 -62.96194444),128.44
1508084,A234,TUCUMA,2008-07-18,POINT(-6.74333333 -51.14194444),320.93
1303304,A113,APUI,2008-07-19,POINT(-7.20555555 -59.8886111),156.97
1100049,A939,CACOAL,2008-07-20,POINT(-11.44583333 -61.43416666),183.53
2900801,A422,ABROLHOS,2008-07-21,POINT(-17.96305555 -38.70333333),20.93
2207009,A354,OEIRAS,2008-07-22,POINT(-6.97416666 -42.14694444),154.03
1508100,A235,NOVO REPARTIMENTO,2008-07-23,POINT(-4.24388888 -49.93944444),100.76
1300904,A111,LABREA,2008-07-27,POINT(-7.26055555 -64.7886111),61.91
1200344,A102,PARQUE ESTADUAL CHANDLESS,2008-08-05,POINT(-9.35833333 -69.92638888),184.51
5104609,A933,ITIQUIRA,2008-08-14,POINT(-17.17499999 -54.50166666),593.12
4304408,A879,CANELA,2008-08-23,POINT(-29.36888888 -50.82722221),830.93
1100064,A938,VILHENA,2008-08-26,POINT(-12.73499999 -60.15777777),583.3
1707009,A038,DIANOPOLIS,2008-08-30,POINT(-11.59444444 -46.84722221),727.87
1502152,A230,SERRA DOS CARAJAS,2008-09-03,POINT(-6.07749999 -50.14222221),707
2610004,A357,PALMARES,2008-09-04,POINT(-8.66666666 -35.56805554),164.01
1502707,A241,CONCEICAO DO ARAGUAIA,2008-09-04,POINT(-8.30361111 -49.28277777),175.74
2306405,A359,ITAPIPOCA,2008-09-05,POINT(-3.48416666 -39.5886111),104.49
2702306,A355,CORURIPE,2008-09-06,POINT(-10.1286111 -36.28638888),82.39
2706505,A356,SAO LUIS DO QUITUNDE,2008-09-08,POINT(-9.28749999 -35.56583333),13.69
2306900,A358,JAGUARIBE,2008-09-10,POINT(-5.90555555 -38.62777777),149.31
2104800,A207,GRAJAU,2008-09-10,POINT(-5.81611111 -46.16222222),232.29
2102325,A238,BURITICUPU,2008-09-11,POINT(-4.32055554 -46.44944444),174.91
1600501,A242,OIAPOQUE,2008-09-11,POINT(3.81361111 -51.8625),15.14
2607406,A351,FLORESTA,2008-09-15,POINT(-8.59888888 -38.58416666),327.42
2103208,A206,CHAPADINHA,2008-09-17,POINT(-3.74277777 -43.35222222),104
1600238,A244,PORTO GRANDE,2008-09-17,POINT(0.69416666 -51.40388888),84.8
4216909,A816,NOVO HORIZONTE,2008-09-20,POINT(-26.40638888 -52.85027777),943.57
4201406,A867,ARARANGUA,2008-09-28,POINT(-28.931353 -49.49792),2
5007901,A754,SIDROLANDIA,2008-09-29,POINT(-20.98166666 -54.97194443),471.43
2606606,A349,IBIMIRIM,2008-10-14,POINT(-8.50944444 -37.71166666),434.23
2108058,A218,PREGUICAS,2008-11-22,POINT(-2.59222221 -42.7075),4.62
2105005,A217,FAROL de SANTANA,2008-11-28,POINT(-2.27083332 -43.62416666),9.87
2304103,A342,CRATEUS,2008-12-11,POINT(-5.18666666 -40.67222221),298.19
2210938,A343,PICOS,2008-12-12,POINT(-7.0711111 -41.40416666),232.91
4317400,A833,SANTIAGO,2009-02-04,POINT(-29.19166666 -54.88555555),390.03
4210308,A864,MAJOR VIEIRA,2009-02-09,POINT(-26.3936111 -50.36333333),799.58
1702208,A044,ARAGUATINS,2009-03-12,POINT(-5.6436111 -48.11194444),130.71
2211308,A363,VALENCA DO PIAUI,2009-04-18,POINT(-6.4236111 -41.74888888),372
2202604,A361,CASTELO DO PIAUI,2009-04-20,POINT(-5.34916666 -41.51222222),268.75
2300200,A360,ACARAU,2009-04-22,POINT(-3.1211111 -40.08722221),67.15
2209757,A364,GILBUES,2009-05-16,POINT(-9.87527777 -45.34583333),425.1
1507508,A240,MARABA,2009-06-25,POINT(-5.36638888 -49.05111111),116.58
2916401,A446,ITAPETINGA,2009-06-25,POINT(-15.24472221 -40.22944443),271.48
2932903,A444,VALENCA,2009-06-29,POINT(-13.3436111 -39.12666666),93.12
2913903,A445,IPIAU,2009-06-30,POINT(-14.17138888 -39.69249999),132.11
2927705,A447,BELMONTE,2009-07-02,POINT(-16.08805555 -39.21527777),89.67
1200302,A138,FEIJO,2009-09-24,POINT(-8.14277777 -70.3436111),157.17
1200252,A140,EPITACIOLANDIA,2009-09-25,POINT(-11.02388888 -68.73527777),224.5
1200351,A137,MARECHAL THAUMATURGO,2009-10-27,POINT(-8.95 -72.78666666),220.98
1200393,A136,PORTO WALTER,2009-10-29,POINT(-8.26722221 -72.74777777),205.35
4306601,A881,DOM PEDRITO,2010-04-23,POINT(-31.0025 -54.61805554),150
2207355,A365,CANTO DO BURITI,2010-06-12,POINT(-8.11805554 -42.97583332),312.07
3505500,A748,BARRETOS,2010-06-19,POINT(-20.55916666 -48.54499999),534.36
4208203,A868,ITAJAI,2010-06-24,POINT(-26.95083333 -48.76194444),9.76
2609907,A366,OURICURI,2010-08-11,POINT(-7.88583333 -40.10277777),457.85
5008305,A756,AGUA CLARA,2010-08-14,POINT(-20.44444444 -52.87583332),323.63
2411205,A367,SANTA CRUZ,2010-08-17,POINT(-6.22805554 -36.02666666),227.49
1400100,A135,BOA VISTA,2010-08-26,POINT(2.81694443 -60.69083333),82.35
3303401,A624,NOVA FRIBURGO - SALINAS,2010-09-18,POINT(-22.33472221 -42.67694443),1070
3139409,A556,MANHUACU,2010-09-25,POINT(-20.26333333 -42.18277777),819.47
1503606,A246,MINA DO PALITO,2010-09-28,POINT(-6.31999999 -55.78777777),259.88
5220603,A037,SILVANIA,2010-10-08,POINT(-16.67972221 -48.61805554),952
3505708,A755,BARUERI,2011-03-29,POINT(-23.52388888 -46.86944443),776.5
4128534,A872,VENTANIA,2011-04-15,POINT(-24.28027777 -50.21027777),1093.41
4125605,A874,SAO MATEUS DO SUL,2011-04-17,POINT(-25.83555555 -50.36888888),780.21
1506559,A248,CAPITAO POCO,2011-04-18,POINT(-1.73472221 -47.0575),79.1
5004106,A758,JARDIM,2011-08-04,POINT(-21.4786111 -56.13777777),252.47
1303809,A134,S. G. DA CACHOEIRA,2011-08-31,POINT(-0.12527777 -67.06111111),79.67
5100300,A909,ALTO ARAGUAIA,2011-09-22,POINT(-17.33944444 -53.22444443),753.28
3200102,A657,AFONSO CLAUDIO,2011-09-24,POINT(-20.10416666 -41.10694444),507.48
1302702,A133,MANICORE,2011-12-12,POINT(-5.7886111 -61.28833333),40.64
1502855,A232,OBIDOS,2012-07-05,POINT(-1.88083332 -55.51972221),89.64
1506005,A239,MONTE ALEGRE,2012-07-06,POINT(-2 -54.07638888),100.53
1301407,A109,EIRUNEPE,2012-08-31,POINT(-6.65027777 -69.8686111),121.54
4321451,A882,TEUTONIA,2012-10-04,POINT(-29.44916666 -51.82333332),81
3119609,A557,CORONEL PACHECO,2012-10-17,POINT(-21.54666666 -43.26111111),411.14
1712702,A040,MATEIROS,2012-10-25,POINT(-10.43444444 -45.92194443),791
1703842,A043,CAMPOS LINDOS,2012-10-29,POINT(-8.15472222 -46.63944444),426.56
1712504,A041,MARIANOPOLIS DO TO,2012-11-24,POINT(-9.57638888 -49.72333332),186.69
5007935,A761,SONORA,2012-11-30,POINT(-17.63527777 -54.76055555),495.25
5003256,A760,COSTA RICA,2012-12-04,POINT(-18.49277777 -53.17138888),727.34
4310009,A883,IBIRUBA,2012-12-13,POINT(-28.65333333 -53.11194444),455.27
5001904,A759,BATAGUASSU,2013-03-21,POINT(-21.75 -52.47138888),392.13
5210208,A028,IPORA,2013-06-24,POINT(-16.42305554 -51.14888888),610.41
4303905,A884,CAMPO BOM,2013-11-29,POINT(-29.67416666 -51.06416666),23.35
1600600,A249,MACAPA,2013-12-12,POINT(0.03499999 -51.08888888),16.62
4204558,A865,LAGES,2014-11-06,POINT(-27.80222222 -50.33555555),952.7
1200203,A108,CRUZEIRO DO SUL,2015-05-14,POINT(-7.61055555 -72.6811111),220
2918100,A450,JEREMOABO,2015-08-13,POINT(-10.08083332 -38.34583333),261
1718907,A052,SANTA ROSA DO TOCANTINS,2015-08-14,POINT(-11.42888888 -48.18499999),306
3164704,A561,SAO SEBASTIAO DO PARAISO,2015-08-17,POINT(-20.91 -47.11416666),845
1702000,A054,ARAGUACU,2015-08-19,POINT(-12.59222221 -49.5286111),231
2909901,A448,CURACA,2015-08-20,POINT(-9.00138888 -39.9125),370
3152006,A560,POMPEU,2015-08-21,POINT(-19.23249999 -44.96416666),705
3305604,A659,SILVA JARDIM,2015-08-28,POINT(-22.64583333 -42.41555555),19
3305505,A667,SAQUAREMA - SAMPAIO CORREIA,2015-09-02,POINT(-22.8711111 -42.60888888),26
1504752,A250,SANTAREM,2015-09-02,POINT(-2.5025 -54.72027777),137
1700400,A053,ALMAS,2016-04-01,POINT(-11.28416666 -47.21222222),503
4320404,A894,SERAFINA CORREA,2016-04-01,POINT(-28.70472222 -51.87083332),485.29
4319802,A889,SAO VICENTE DO SUL,2016-04-06,POINT(-29.70222222 -54.69444444),134
1706100,A051,PIUM,2016-04-06,POINT(-10.47694443 -49.62944443),161
2915601,A455,ITAMARAJU,2016-05-28,POINT(-17.00694444 -39.55805555),110
4214300,A870,RANCHO QUEIMADO,2016-05-31,POINT(-27.6786111 -49.04194444),881
4105805,B806,COLOMBO,2016-06-01,POINT(-25.322464 -49.157733),950
2911105,A452,FORMOSA DO RIO PRETO,2016-06-02,POINT(-11.05222222 -45.20083333),488
3303955,A626,RIO CLARO,2016-06-03,POINT(-22.653579 -44.040916),516
3300951,A625,TRES RIOS,2016-06-08,POINT(-22.09833333 -43.20833333),295
3153608,A569,SETE LAGOAS,2016-06-10,POINT(-19.45527777 -44.17333332),719
3149150,A559,JANUARIA,2016-06-23,POINT(-15.44805555 -44.36638888),468
1713957,A048,SANTA FE DO ARAGUAIA,2016-07-30,POINT(-7.12416666 -48.78138888),171
1712405,A050,RIO SONO,2016-08-03,POINT(-9.793363 -47.132732),291
4103909,B803,CAMPINA DA LAGOA,2016-08-04,POINT(-24.57083332 -52.80027777),598
4113304,B804,LARANJEIRAS DO SUL,2016-08-07,POINT(-25.37138888 -52.40083333),889
4322202,A886,TUPANCIRETA,2016-08-11,POINT(-29.08944444 -53.82666666),462
1506161,A247,XINGUARA,2016-09-11,POINT(-7.11055555 -49.9261111),245
3506102,A764,BEBEDOURO,2016-10-27,POINT(-20.94805555 -48.47138888),542
3555109,A762,DRACENA,2016-11-03,POINT(-21.45777777 -51.55222222),383
1705508,A049,COLINAS DO TOCANTINS,2016-11-11,POINT(-8.09277777 -48.4786111),200
1508084,A216,SAO FELIX DO XINGU,2016-11-15,POINT(-6.63972221 -51.95694444),211
1711902,A055,LAGOA DA CONFUSAO,2016-11-15,POINT(-10.828286 -49.847882),178
3145059,A563,NOVA PORTEIRINHA (JANAUBA),2016-11-19,POINT(-15.80277777 -43.29694444),532
3105103,A565,BAMBUI,2016-11-23,POINT(-20.0311111 -46.00888888),697
4303608,A897,CAMBARA DO SUL,2016-11-24,POINT(-29.04916666 -50.14972221),1017
3518701,A765,BERTIOGA,2017-02-01,POINT(-23.84472221 -46.14333333),5
3542602,A766,REGISTRO,2017-02-09,POINT(-24.53305554 -47.86416666),35
3205069,A633,VENDA NOVA DO IMIGRANTE,2017-02-10,POINT(-20.38555555 -41.18999999),722
3205200,A634,VILA VELHA,2017-02-15,POINT(-20.46694443 -40.40388888),25
3202108,A631,ECOPORANGA,2017-03-17,POINT(-18.29138888 -40.73638888),224
3203353,A632,MARILANDIA,2017-03-22,POINT(-19.40722222 -40.53972221),95
2804508,A453,NOSSA SENHORA DA GLORIA,2017-03-24,POINT(-10.20777777 -37.43194443),271
2802908,A451,ITABAIANA,2017-04-24,POINT(-10.67166666 -37.47138888),213
3555000,A768,TUPA,2017-05-12,POINT(-21.92722221 -50.49027777),498
3148004,A562,PATOS DE MINAS,2017-05-12,POINT(-18.52055554 -46.44055555),950
3529005,A763,MARILIA,2017-05-15,POINT(-22.23527777 -49.965),660
3170107,A568,UBERABA,2017-05-19,POINT(-19.71 -47.96194444),778
3103405,A566,ARACUAI,2017-05-19,POINT(-16.84888888 -42.03527777),308
5220207,A031,SAO MIGUEL DO ARAGUAIA,2017-06-29,POINT(-12.82055554 -50.33583333),210
3139003,A567,MACHADO,2017-07-21,POINT(-21.68083332 -45.94444444),969
3304557,A636,RIO DE JANEIRO - JACAREPAGUA,2017-08-10,POINT(-22.93999999 -43.40277777),20
1600303,A251,ITAUBAL,2017-08-24,POINT(0.56777777 -50.8236111),21
3300100,A628,ANGRA DOS REIS,2017-08-25,POINT(-22.97555554 -44.30333333),6
5207402,A029,EDEIA,2017-08-26,POINT(-17.33694444 -49.91472222),608
2612208,A370,SALGUEIRO,2017-09-15,POINT(-8.05805555 -39.0961111),447
2707107,A371,PIRANHAS,2017-09-20,POINT(-9.62222221 -37.76722221),187
3161205,A570,OLIVEIRA,2017-10-19,POINT(-20.715 -44.86444444),1025
3508603,A769,CACHOEIRA PAULISTA,2017-10-20,POINT(-22.68888888 -45.00555555),586
1502806,A228,BREVES,2017-10-20,POINT(-1.68027777 -50.47805554),11
5107875,A911,SAPEZAL,2017-10-20,POINT(-13.30388888 -58.76333333),105
5107008,A923,PRIMAVERA DO LESTE,2017-10-26,POINT(-15.57999999 -54.3811111),680
3122306,A564,DIVINOPOLIS,2017-10-26,POINT(-20.17333332 -44.87499999),796
2507002,A373,ITAPORANGA,2017-11-03,POINT(-7.31833332 -38.14083333),292
2404705,A372,IPANGUACU,2017-11-08,POINT(-5.53499999 -36.87222221),19
3507605,A744,BRAGANCA PAULISTA,2017-12-20,POINT(-22.94916666 -46.5261111),891
5206206,A056,CRISTALINA (FAZENDA SANTA MONICA),2018-01-25,POINT(-16.39944444 -47.62583332),932
1502939,A252,DOM ELISEU,2018-03-08,POINT(-4.28055554 -47.56388888),251
2927408,A456,SALVADOR (RADIO FAROL),2018-03-10,POINT(-12.80833333 -38.49583333),31
3513801,A771,SAO PAULO - INTERLAGOS,2018-03-14,POINT(-23.72444443 -46.67749999),771
2313401,A368,TIANGUA,2018-03-15,POINT(-3.73222221 -41.01194444),756
4306908,A893,ENCRUZILHADA DO SUL,2018-03-15,POINT(-30.54305555 -52.52472221),427.75
3147006,A571,PARACATU,2018-03-16,POINT(-17.24444444 -46.88166666),705
2311306,A369,QUIXADA,2018-03-20,POINT(-4.97888888 -39.05722222),193
2201150,A375,BAIXA GRANDE DO RIBEIRO,2018-03-23,POINT(-8.333531 -45.094625),519
2202901,A374,CORRENTE,2018-03-28,POINT(-10.42916666 -45.17305554),452
3303302,A627,NITEROI,2018-07-13,POINT(-22.86749999 -43.10194444),6
2907905,A458,RIBEIRA DO AMPARO,2018-09-20,POINT(-11.05861111 -38.44416666),182
3301207,A629,CARMO,2018-10-11,POINT(-21.9386111 -42.60083333),293
3304607,A630,SANTA MARIA MADALENA,2018-10-16,POINT(-21.95055555 -42.01027777),586
1501725,A253,ALTAMIRA,2018-10-25,POINT(-3.26999999 -52.39472221),191
2202208,A376,CAMPO MAIOR,2018-11-23,POINT(-4.86416666 -42.14555555),125
4203600,A898,CAMPOS NOVOS,2019-02-15,POINT(-27.3886111 -51.21583333),963
5107354,A942,SAO JOSE DO XINGU,2019-02-19,POINT(-10.48416666 -52.37249999),300
4204202,A895,CHAPECO,2019-02-19,POINT(-27.08527777 -52.63583333),679
5107883,A943,SERRA NOVA DOURADA,2019-03-29,POINT(-11.98777777 -51.4261111),441
5100508,A944,ROSARIO OESTE,2019-05-30,POINT(-14.82888888 -56.44194444),195
3550902,A770,SAO SIMAO,2019-07-03,POINT(-21.46111111 -47.57944443),620
1506138,A254,REDENCAO,2019-07-11,POINT(-8.04333333 -50.00694444),199
4304663,A887,CAPAO DO LEAO (PELOTAS),2019-07-18,POINT(-31.8025 -52.40722222),13
1300144,A144,NOVO ARIPUANA,2019-07-18,POINT(-8.0911111 -60.38055554),45
2100873,A255,ZE DOCA,2019-09-18,POINT(-3.26916666 -45.65111111),45.5
2200608,A377,ANGICAL DO PIAUI,2019-11-14,POINT(-6.08944444 -42.72749999),183
1506583,A256,SANTA MARIA DAS BARREIRAS,2020-12-18,POINT(-8.72972221 -49.85638888),165
1505908,A245,PORTO DE MOZ,2022-04-07,POINT(-1.82194443 -52.11166666),19
3303856,A637,PATY DO ALFERES - AVELAR,2022-11-10,POINT(-22.34722221 -43.41777777),508
4301107,B810,PARQUE ELDORADO,2025-02-18,POINT(-30.09666666 -51.67388888),50
4303103,B808,CACHOEIRINHA,2025-02-18,POINT(-29.95138888 -51.12416666),72
4305355,B812,CHARQUEADAS,2025-05-01,POINT(-29.96555555 -51.62555554),23
4314902,B825,PORTO ALEGRE - BELEM NOVO,2025-05-01,POINT(-30.1861111 -51.17833332),3.3
4320008,B809,SAPUCAIA DO SUL,2025-05-01,POINT(-29.81388888 -51.15666666),23
4319000,B817,CAXIAS DO SUL - CRIUVA,2025-08-01,POINT(-28.87416666 -50.97555554),857
4301602,B827,BAGE - CENTRO,2025-08-01,POINT(-31.30555555 -54.01333333),226.2
4312401,B814,MONTENEGRO,2025-08-01,POINT(-29.75861111 -51.4361111),15
4312252,B813,MINAS DO LEAO,2025-08-01,POINT(-30.12444443 -52.05083333),54
4308201,B818,CAXIAS DO SUL - AEROPORTO,2025-08-14,POINT(-29.1961111 -51.18638888),756
4321303,B815,TAQUARI,2025-08-14,POINT(-29.79166666 -51.82749999),53
4320552,B811,SERTAO SANTANA,2025-08-14,POINT(-30.49416666 -51.66333333),116
4316006,B820,SAO FRANCISCO DE PAULA,2025-08-18,POINT(-29.44222221 -50.56027777),886
4316006,B819,ROLANTE,2025-08-18,POINT(-29.65583333 -50.61805554),69
4316956,B816,SANTA MARIA DO HERVAL,2025-08-21,POINT(-29.47916666 -51.01333333),650
4317301,B829,SANTA VITORIA DO PALMAR (RESERVA DO TAIM),2025-09-17,POINT(-32.83583333 -52.6436111),2
4314506,B823,PINHEIRO MACHADO,2025-09-17,POINT(-31.57472221 -53.38833333),419
4317004,B821,SANTANA DA BOA VISTA,2025-09-17,POINT(-30.85861111 -53.15555555),138
4300034,B828,ACEGUA,2025-09-17,POINT(-31.87472221 -54.11972221),271
4303004,B822,CACHOEIRA DO SUL,2025-09-17,POINT(-30.01833332 -52.93888888),73
4318804,B831,SAO LOURENCO DO SUL,2025-09-17,POINT(-31.34055555 -52.01083333),3
4307104,B826,HERVAL,2025-09-17,POINT(-32.01277777 -53.40305555),331
4305439,B830,SANTA VITORIA DO PALMAR (CENTRO),2025-09-18,POINT(-33.53166666 -53.35027777),29
4304671,B836,PALMARES DO SUL,2025-10-13,POINT(-30.24916666 -50.50916666),4
4316451,B838,SALTO DO JACUI,2025-10-13,POINT(-29.09638888 -53.2125),322
4306106,B833,CRUZ ALTA ( CENTRO),2025-10-13,POINT(-28.62583332 -53.61361111),475
4317608,B839,SANTO ANTONIO DA PATRULHA,2025-10-13,POINT(-29.81611111 -50.53333333),47
4306551,B841,TORRES-AEROPORTO,2025-10-13,POINT(-29.41361111 -49.80361111),0
4315107,B837,PORTO XAVIER,2025-10-13,POINT(-27.90277777 -55.16722221),0
4311155,B835,JOIA,2025-10-13,POINT(-28.65027777 -54.11277777),0
4308656,B834,GARRUCHOS,2025-10-13,POINT(-28.19694444 -55.62972221),0
4304630,B832,CAPAO DA CANOA,2025-10-13,POINT(-29.68527777 -49.99305555),0
4320701,B840,SOBRADINHO,2025-10-31,POINT(-29.39833333 -53.01361111),379
5106653,A945,BARRA DO GARCAS,2025-11-26,POINT(-15.88472221 -52.22722221),304
5106000,A949,DIAMANTINO,2025-11-27,POINT(-14.37777777 -56.37972221),317
5106315,A947,NOVO SANTO ANTONIO,2025-11-28,POINT(-12.28805555 -50.97138888),205
4304705,B842,CARAZINHO,2025-12-01,POINT(-28.32333332 -52.81444444),581
5104542,A950,ITANHANGA,2025-12-01,POINT(-12.23416666 -56.60222222),350
4300208,B843,AJURICABA,2025-12-02,POINT(-28.22083332 -53.6736111),416
5103106,A954,COCALINHO,2025-12-03,POINT(-14.38555555 -51.00972222),252
5105259,A955,LUCAS DO RIO VERDE,2025-12-03,POINT(-13.07499999 -55.91138888),393
5106257,A956,NOVA XAVANTINA,2025-12-03,POINT(-14.69777777 -52.35027777),306
5107941,A952,TABAPORA,2025-12-04,POINT(-11.05055555 -56.83583333),337
5107768,A948,SANTA RITA DO TRIVELATO,2025-12-09,POINT(-13.81805554 -55.26777777),510
4307450,B845,ESPERANCA DO SUL,2025-12-12,POINT(-27.37416666 -53.96916666),409
5108501,A951,FELIZ NATAL,2025-12-12,POINT(-12.39694444 -54.92999999),373
5106190,A946,MARCELANDIA,2025-12-14,POINT(-11.08499999 -54.51388888),291
5103205,A953,NOVA CANAA DO NORTE,2025-12-16,POINT(-10.62444443 -55.72416666),270
4312708,B846,NONOAI,2025-12-17,POINT(-27.35861111 -52.77805554),546
4310553,B849,ITACURUBI,2026-01-21,POINT(-28.69916666 -55.38055554),148
4301875,B848,BARRA DO QUARAI,2026-01-27,POINT(-30.11166666 -57.3361111),91
4310603,B850,ITAQUI,2026-01-28,POINT(-29.15555555 -56.55555555),71
5106232,A967,BARRA DO BUGRES,2026-02-03,POINT(-15.07583332 -57.19472221),186
4306379,B852,DILERMANDO DE AGUIAR,2026-02-04,POINT(-29.72555554 -54.18805555),143
4300406,B847,ALEGRETE (MARONNA),2026-02-04,POINT(-29.82138888 -55.88722221),120
5105622,A961,MIRASSOL D'OESTE,2026-02-05,POINT(-15.64027777 -58.07888888),263
5103403,A958,CHAPADA DOS GUIMARAES,2026-02-06,POINT(-15.46055555 -55.74972221),800
5102702,A957,CANARANA,2026-02-09,POINT(-13.47055554 -52.30444444),430
5000609,A772,AMAMBAI - NOVO HORIZONTE,2026-02-18,POINT(-23.1211111 -54.86555555),
5101407,A964,ARIPUANA,2026-02-23,POINT(-10.18249999 -59.45972222),230
4312609,B859,MUCUM,2026-02-24,POINT(-29.15361111 -51.86527777),197
4304903,B858,CASCA,2026-02-24,POINT(-28.56361111 -51.96916666),602
